GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,exam_preparation_days,extracurricular_hours_per_week,final_exam_score,assignment_score
3.94,2.8,100,7.2,7.4,1.9,2,5.7,18,4.3,100,100
4,5.2,100,6.9,8.8,4,0.8,5.8,7,1.3,100,87
4,3.9,96,8,2.1,1.2,1.1,0.4,22,4.5,94,100
4,5.4,100,6.2,4.8,2.4,0.7,2.4,9,4.5,100,96
3.45,3.9,97,4.4,5.9,2.5,1.8,5.8,18,1.7,88,92
3.11,1.8,74,7.6,4.4,1.9,1.3,3.4,13,1.5,93,80
3.61,1.5,80,8.2,5.2,2.3,1.9,2.8,20,4.3,94,90
3.27,1.2,73,7.5,2.5,2.1,1.1,4.5,14,2.1,92,98
4,4.5,92,6.2,5.4,1.3,0,5.1,14,6.3,100,99
3.88,5.3,100,5.6,4.8,4.1,1.3,2.9,6,4.2,100,92
4,6.3,100,7.6,3.6,2.5,2.3,2.4,16,2.8,100,100
3.95,4.8,100,7.2,4.9,3.1,2.8,0,17,5.7,100,100
4,5.2,100,6.8,5.9,3,0,3.1,13,1.6,100,98
4,2.6,88,9.2,4,2.9,1.5,2.2,18,5.6,100,100
3.52,1.8,74,5.9,4.6,2.9,2.9,1,14,7,98,76
3.97,4.8,100,9.1,6.7,2.3,0.8,2.6,18,4.1,100,92
3.73,4.1,89,7,7.8,4.9,3.1,2.2,13,2.7,100,98
3.13,3.7,83,4.8,7.4,3.9,0,3.3,18,6,89,77
4,4.1,100,6.8,4.3,2.8,0.2,2.4,13,6.3,100,100
3.77,4,92,8.2,5,2.1,0,3.9,22,3.4,100,91
4,5.4,100,6.6,5.4,2.6,1.6,3.3,10,3.2,100,93
3.68,5.4,97,5.2,5.4,3.4,1,5.5,12,4.2,100,99
3.37,4.3,88,6.8,7.9,5,3,1.9,9,1.8,100,95
3.9,4.8,100,6,1.4,0.7,2.7,6.6,10,7.6,100,100
3.8,4.3,100,7.6,7.3,3.8,0.9,5.1,9,4.8,100,100
3.51,2.8,88,7.9,7,4.5,2.4,6,22,1.1,91,95
4,4.6,100,5.7,3.3,0.6,0.4,3.5,22,0,100,100
2.83,1.4,83,6.2,6.5,2.5,2.6,2.4,11,0,80,78
4,5.1,100,7.9,4.7,1.2,0,1.9,19,6,100,91
2.97,1.7,76,6,6,3.4,4.9,6.5,11,2.6,86,74
3.47,3.9,99,5.7,4,2.3,2.2,5.2,14,0.2,97,100
3.43,2.2,80,5.6,7.2,2.6,3.7,1,20,2.4,100,85
3.92,4.3,100,7.4,3.6,2.2,2.5,5,11,5.4,100,94
3.66,3.4,99,7.4,7.7,3.9,0.5,1.3,7,6.4,100,96
3.39,1.1,78,6.2,4.2,3.1,0,3.6,14,4.3,86,84
3.92,4.1,87,7,7.2,3.1,0.5,4.7,8,0.3,99,92
4,2.6,86,8.8,7.2,3,2.4,5.9,12,5.9,100,94
3.75,4.8,100,5.8,4.4,3.7,0,3.5,14,2.5,100,100
3.35,3.5,72,4.7,5.9,2.4,4,2.7,15,8.8,100,96
3.5,4.1,95,7.5,8.8,5.4,1.2,3.1,15,1.8,100,88
3.76,2.1,89,6.9,4.7,0.9,4.5,5.1,14,4.4,100,82
3.55,2.6,100,6.1,3.6,0.2,0.7,4.6,16,2.7,100,99
3.72,2.8,98,7.8,1.9,0.1,2.3,3,20,5.9,100,86
4,4.8,100,8,2.7,0,2.2,0,16,3.4,100,98
4,6,100,4.4,8.8,3.8,0,0,17,3.8,100,100
3.85,2.3,79,6.2,5.3,3.6,2,3.5,8,4.6,99,100
4,5.1,100,9.8,8,4.6,2.2,0.6,13,0,100,89
3,0.5,77,7.7,5.6,1.2,2.5,1.9,14,5.6,88,90
3.42,1.7,85,7.8,5.7,3.9,3.2,2.5,24,5.7,84,78
3.52,2.1,78,8.4,4.2,2.9,0,7.2,1,3.1,99,88
2.73,1.5,85,7,4.5,3,2.2,3.2,16,5.8,78,85
3.08,1.1,72,8,7.2,3.7,0,4.4,15,3.3,83,78
4,4.1,100,7.9,3.2,1.7,0.2,4,16,1.2,100,100
3.08,3.2,72,7.6,9.5,6.7,0.1,0,5,0,92,82
3.71,4.1,86,6.6,9.4,4.8,1.8,2.2,13,6,100,94
3.96,4.5,86,7.2,4.9,2,2.4,0.6,21,0.3,100,97
4,3.9,100,6.3,3.3,1.2,1.1,6.5,6,3.1,100,100
3.75,4.5,90,7,5.9,2.7,1.4,0,16,3.9,100,100
3.51,3.4,95,5.6,6,3.1,0,2.2,9,2.4,100,91
2.9,1.7,81,6.1,7.9,4.4,1.9,2.5,20,2.7,90,80
4,5.1,100,6.7,5.9,1,0.9,1,16,0,98,100
3.23,2.6,90,5.9,6.7,3.2,0.1,3.2,14,3.3,93,87
3.47,2.1,78,6.4,5.9,0.5,0,2.9,8,5.5,100,91
3.79,3.2,82,6.8,7,3.5,0.2,3.3,11,1.5,89,100
3.09,2.1,72,7.5,4.7,2.6,1.2,4,10,4.1,80,88
3.33,2.9,90,8.1,11.4,5.7,2.2,3.5,8,4.8,100,90
3.92,4,84,6.4,3.4,0.5,0.2,3.8,11,4.6,100,89
4,4,99,8.6,6.6,4.9,1,5.2,2,3.6,100,85
3.49,2.2,90,8.1,6,0.2,3.4,0,16,2,99,92
3.88,2.8,100,7.6,2.9,0.8,3,4.4,10,0,99,100
4,5.1,100,7.2,2.4,0.3,0.8,0.9,8,7.3,98,100
3.68,4.2,100,7.4,5.5,3.2,0.9,1.7,5,0.6,99,100
4,6.6,100,8.4,4.2,1,3.9,3.2,14,2.2,100,95
3.65,5.3,100,8.5,4.9,0.8,1.7,3.8,22,3.4,100,98
4,5.2,100,8.6,2.9,3.1,1.1,4.1,10,2.4,100,100
3.04,1.4,80,7,7.6,3.5,1.4,1.1,19,6.5,89,88
4,4.6,100,7.7,5.2,2.9,0.3,6.3,15,5.3,95,100
3.23,3.4,88,8.6,5.1,2.6,0,2.2,11,3.1,100,91
2.97,2.7,85,6.3,10.6,5.5,1.1,1.6,22,1.7,91,78
3.95,3.8,100,6.6,6.3,3,3.1,0.5,3,2.9,100,93
4,4.9,92,7,7.5,4,1.2,0.3,13,4.5,100,100
4,4.3,100,8.1,5.9,3,1.2,0.2,10,5.9,100,100
3.95,2.2,75,8.1,5.1,1.2,2.3,3.6,14,0,100,94
4,4.6,86,6.7,8.5,3.6,1.7,4.2,6,4.6,100,93
3.4,2.5,84,5.2,1.8,1.8,0,1.3,16,0.9,100,93
4,3.8,100,7.3,7,2.7,1.9,0.7,4,6.6,94,100
4,3,100,5.9,8.2,3.3,0,2.6,15,6.4,100,100
3.7,3.2,90,5.2,3.6,0,3.1,3.2,9,3.6,100,82
3.84,4.6,95,5.5,2.6,0.4,2.2,3.5,14,4,100,96
3.23,1.9,87,7.4,5.8,4.2,2.1,1.1,8,5.9,76,92
4,6.4,100,8.6,7.6,1.8,4.2,2.7,8,3.9,100,97
2.86,0.8,73,7,3.8,1.9,0.1,6.1,20,2.7,93,89
3.41,2.6,81,7.3,7.8,3,2.4,0.6,21,3.1,95,96
3.81,4.1,100,8.4,5.7,2.2,1.7,2.9,6,4.4,100,90
3.65,4.4,100,5.1,8.9,3.4,2.2,4,13,2,99,100
3.35,3.3,72,7.6,5.3,2.7,0.9,1.1,16,4.3,100,84
3.56,3.4,94,7,4.2,3.1,2.2,4.2,12,6,100,99
3.89,4.1,100,7.7,4.7,1.7,1.4,0.3,12,5.3,100,100
3.89,3.2,89,6.4,4.3,3.1,2.8,4.3,16,9.4,100,94
3.81,5.6,100,6,10.7,4.5,1.9,3.1,15,3.1,100,100
4,4.8,100,7.2,5.7,1.9,2.7,0.2,10,5.9,100,100
4,4.8,100,9,8.1,4.2,0.6,4.4,15,1.6,100,100
3.07,2.1,69,8,6.6,2.7,0.9,1.2,11,4.8,88,90
3.37,3.4,82,6.4,6.1,3.9,0,2.7,10,6.3,93,85
3.53,3,99,5.4,5.8,3,3.2,4.3,8,4.1,100,100
2.59,2,69,5,5.8,2.7,3.8,1.1,8,2.2,88,79
4,4,99,8.6,8.6,3.3,0.5,1.9,13,1.4,100,100
3.23,2.7,76,5.9,6.2,4.6,1.8,5.3,4,3.3,94,95
4,4.5,100,6.6,5.3,3.2,3.3,0,4,6.4,100,98
3.43,1.9,82,8.6,6.1,3.5,1.7,5.8,11,0.6,91,81
4,6.1,100,5.1,4.4,2.2,1.7,0.1,12,3.5,100,91
3.18,2.2,86,8.8,6.4,5.2,0.4,1.6,7,4.2,100,84
3.15,3.8,89,6.7,3.6,3.8,1.6,3.6,21,1,86,98
3.9,4.7,80,5.6,3.7,2.9,0.2,4.2,8,6,100,100
3.79,2.6,79,6.7,6.9,2.6,3.4,3.6,9,4.9,86,100
3.33,4.8,88,6.1,7.3,4.3,0,3.1,8,5.7,100,88
3.39,1.7,73,7.5,5.9,1.9,0,2.1,17,6.9,95,89
4,5.7,100,6.2,2.4,0.1,1.8,6.1,20,5.2,96,97
3.35,3.5,100,4.7,5.8,2.9,0,4.5,7,6.7,90,83
3.51,2.6,63,6.7,9.5,4.6,0,5.4,16,2.1,96,83
3.2,3.1,70,5.4,10.1,5.2,4.9,2.2,13,4.4,77,80
4,4.7,100,7.2,6.7,2.6,2.3,0,8,4.4,100,88
2.83,2.6,82,5.6,6.1,2.9,1.2,5,13,0,93,83
3.7,2.4,86,6.4,7.2,3.6,2.2,3.7,5,7.1,100,95
3.49,3.2,92,7.2,5.8,2.4,2,3.4,11,4.9,94,91
3.27,1.7,89,6.7,6.4,3.6,0.6,1.9,7,3,100,89
4,6.2,100,7.3,5.2,2.7,1.1,2.3,10,5.5,100,99
3.54,2.7,93,7.8,8.6,4.3,1.1,1.8,12,5.4,99,86
4,4.7,100,5.6,5.3,3.9,1,3.1,19,5.8,100,100
3.72,3.8,83,6.9,8.8,4,0.9,0.7,12,3.9,100,84
3.54,2,81,3.5,5.2,2.5,2.5,4.5,7,3.8,100,83
3.14,3.5,93,7.3,7.1,5.7,1.2,7.1,12,8.3,100,100
3.93,4.7,96,6.6,5.8,3.5,2.7,1.8,2,5.2,100,98
3.76,3.2,85,5.8,5.2,3.2,0.5,0,16,3.3,100,79
4,5.3,100,7.4,4,1.7,2.1,2.8,8,4.1,100,100
3.82,5,99,8.4,5,2.7,0,3.6,21,4.4,100,100
4,4.9,90,6.4,5.2,3,2.1,3.9,17,0.4,100,94
3.69,2.8,100,5.9,4.2,1.6,2.6,6.2,13,1.1,100,100
3.18,1.9,92,7.2,5.3,2.4,0,4.6,11,4.2,86,83
3.23,2.6,84,5.4,6.5,2.6,1.8,0,10,9,80,83
3.67,3.8,81,6.2,5.6,2.9,2.5,0.5,10,3.9,100,88
4,4.3,100,8.5,3.6,0.2,1.1,3.8,12,3.1,100,100
2.79,0.5,70,7.1,5.6,2.6,2.6,2.1,10,2.5,84,91
3.79,3.5,88,4.7,5.8,2.2,0.6,6,15,8.1,100,95
3.47,3.7,100,4.8,5.9,2.8,1.9,1.1,19,5.8,87,98
3.88,3.1,100,7.2,6.6,4.4,1.6,4.9,13,2.9,100,100
4,5.4,83,8,7.8,5.9,1.7,1.7,18,1.3,96,86
3.16,4.1,94,5.1,7.1,3.8,2.9,3.5,5,6.1,100,75
4,5.5,100,7.5,5.4,0.9,1.6,1.3,14,6.4,100,100
4,3.2,98,8.6,5,2.3,0.9,4.1,12,4.2,91,100
4,4.9,100,9.3,5.9,3.7,3.8,5.1,5,2.7,100,94
4,6,100,7.4,6.2,3.5,3.7,3.5,11,5.6,100,93
4,5.5,96,7.6,6.6,4.3,4.1,6.8,16,4.8,100,97
3.27,1.9,85,4.4,4.9,2.7,3,1.6,1,0.7,77,88
4,3.1,100,9.5,3.6,2.3,2.4,3.2,11,4.1,94,96
3.13,3,96,6.3,8.1,5.4,3.3,4.7,10,5.8,100,89
3.28,4.2,89,5.9,6.2,2.9,0.7,1.1,13,3.8,96,76
3.85,4.5,100,6.7,3,1.3,0.5,3.1,17,2.9,100,90
3.74,2.2,99,8.8,6.9,5,0,4.3,15,0.4,92,100
4,3.6,98,9.6,2.5,0.6,0.6,4.9,17,2.6,100,100
3.06,0.5,70,7.2,1.3,0,1.2,5.3,18,3.3,79,75
4,5.7,100,8.2,5.9,4,0,1.3,10,3.2,100,100
3.41,2.7,94,7.1,7,4.2,1.5,3.6,1,7.1,98,96
3.65,3.6,85,5.8,4.8,3.4,0.2,0.4,15,2.9,100,85
4,3,100,8.8,3.6,0.8,0,1.6,7,0.1,100,96
3.89,5.2,96,6.3,4.9,2.7,0,2.7,13,4.4,100,100
2.89,0.5,82,8.8,4.3,2.4,0,5.3,5,1.8,97,89
4,3.5,92,8.6,5.5,2,0.7,4.1,8,4,100,100
3.64,3.3,85,7.7,7.1,4.9,3.1,3.1,15,2.9,96,91
3.91,2.8,100,9.2,3.6,1.2,0,3.9,10,2.2,99,84
4,6.1,100,9.7,7.9,3.3,4.4,4,4,0,100,100
2.91,2.2,68,6.8,6.5,4.6,2.4,3.7,5,2.9,79,84
3.81,4.7,92,6,8.3,3.4,1.4,1.8,18,6.9,100,100
3.48,4,94,4.8,7.3,4.7,0.4,1.1,10,3.5,100,100
4,5.4,100,9.7,5.2,3.6,1,2.6,10,3.8,100,85
3.21,2.5,90,6.5,5.7,3.4,0.3,1.4,9,7,83,100
3.8,2.4,82,8.4,6.5,3.4,1.1,4.2,4,6.8,98,95
4,5.1,92,6.1,8.2,3.7,0.8,6.1,11,2.8,100,97
3.88,4.1,95,8.8,6.2,2.2,2.4,4.1,18,3.9,100,85
3.08,1.2,73,6.2,3.9,0.8,0,0,8,5.2,100,83
3.41,2.7,81,5.6,8.7,4.2,1.9,1.7,3,2.6,88,90
3.62,4.1,84,6.7,5.2,4.5,1.3,3,16,3.4,86,100
4,4.8,100,6.4,6.5,3.2,1,0.1,12,4.3,100,93
3.69,2.5,93,7.7,5.4,2,0,3.1,13,2.9,98,94
3.06,0.5,69,6.9,3.9,0.5,0.8,3.9,14,6,88,81
3.59,4.3,98,7.8,4,2.9,1.4,5.8,3,5,100,91
2.82,1.7,77,6.7,2.6,0.8,2,6.6,11,5.3,98,80
2.68,0.5,74,6.2,3.4,0.6,2.1,0.6,13,6,70,68
2.72,0.5,64,6.3,7.1,2.8,2.6,2.8,12,5.8,81,80
4,4.7,100,9.5,7,1.7,1.4,2.8,12,4.8,100,95
3.81,3.7,81,7.3,5.5,3.3,1.4,1.6,18,2.7,80,97
3.25,3.2,76,4.6,4,2.6,1.2,3.2,14,6.5,100,96
4,5.6,100,6.4,5.9,1.9,2.2,2.8,15,2,100,96
4,4.5,100,7.1,6.3,0.2,1.5,4.2,11,2.3,100,97
4,5.9,100,9.2,5.8,1.5,2.5,5.7,1,4.5,100,100
3.59,1.4,90,8.2,3.7,1.6,2.7,3.3,10,5.5,85,92
3.55,3.4,97,5.9,7.4,1,2.6,2,12,5.5,100,100
3.35,1.1,76,9.9,6.1,2.3,0.9,0.9,11,7.2,91,96
3.74,3.2,100,7,3.2,1.1,0,7.1,12,3.9,100,100
4,3.1,99,8.5,7.9,2.6,1.7,4.8,13,5.1,98,95
3.81,4.4,100,5.6,5.2,3.2,1.8,3.8,17,6.3,100,93
3.48,3.6,91,4.1,3.9,1.6,0,2.7,8,2.2,100,99
3.56,4.4,100,5.3,7.3,3.4,3.4,6.2,11,3.9,100,94
3.85,4.6,76,3.5,3.8,0.8,2.1,2.7,20,2.9,100,93
4,6.7,100,9.5,4.1,1.1,3.4,0,4,6.1,100,99
4,3,83,7.3,5.6,2.6,1.7,3.5,11,6.5,92,100
3.07,2.1,85,5.9,8.1,3.8,1.8,0.5,1,3.5,81,90
3.41,3.9,88,7.5,4.3,4.1,2,3.5,11,5.4,100,82
3.49,2.3,88,7.2,8.5,5.2,0.9,5.7,13,4.2,89,85
4,5.7,100,7.7,4.9,2.2,0,0,3,4.1,100,100
3.62,3.1,89,8.5,4.7,2.6,0,1.2,13,3.5,99,100
3.36,2.7,92,6.7,3.4,1.3,4.5,4.7,9,6.1,100,100
3.98,2.8,88,5.9,1,0.9,1.2,2,17,6.3,95,90
4,4.6,100,8,5.1,3.1,0,3.8,14,5.7,100,100
4,3.3,100,8,6.1,1.6,3.8,3.8,9,4,100,100
3.03,2.5,80,7.1,8.6,4.6,3.2,4.8,11,5.3,81,80
4,6,100,9.6,3.4,0.6,3,1.7,20,6.4,100,90
3.24,2.2,86,6.5,4.8,3.5,0,0,11,6.2,85,97
3.74,3.6,100,5.9,5.3,1.3,3.2,3.8,5,4.7,99,97
4,4.5,90,7.5,6.2,1.6,0,0,6,1.8,100,100
2.2,1.1,73,6.2,7.8,3.6,1.3,4.9,11,3.4,84,82
4,4.2,94,7.6,3.6,1.8,1.3,2.9,18,7.2,100,98
3.48,1.9,90,6,4,2,2.2,2.4,10,1.7,95,87
3.99,4.7,100,6.5,6.6,1.6,1.7,4.4,7,6.8,100,100
3.39,2.1,76,9.3,7,5.5,0.8,0,12,3.8,95,94
4,4.5,90,6.5,5.5,1.9,3.7,2.6,14,3.3,100,93
3.96,5.2,100,6,3.8,2.9,3.7,3.9,15,0,100,100
4,4.8,97,8.4,5.1,2.5,2,3.5,3,4.6,100,100
3.51,3.9,99,5.7,6.8,3.1,1.3,2,14,5.5,97,94
3.22,3.2,90,6.2,4.9,1.9,3.5,2,13,2.4,100,91
3.66,2.6,100,7.7,6.1,2.5,2.9,6.1,10,1.2,100,97
4,5.7,100,8.1,4.9,3.4,0,4.8,18,5.5,100,100
3.9,2.5,100,8.5,3.5,1.5,4.4,1.7,14,5.6,100,93
3.31,1.9,80,6.1,8,4.4,0.3,5.7,8,6,91,85
3.93,4.5,90,7.7,8.4,4.6,0.9,4.5,14,3.9,100,100
3.02,2.3,70,6.4,7,3.7,0,4,3,5.7,83,90
3.14,2.1,86,6.3,7,2.9,0.8,4.1,10,4.6,87,83
3.81,1.3,91,8.4,1,0,3,0.7,10,4,100,96
3.59,2.8,87,6.3,5.8,3.4,1.5,6,15,7.3,79,100
3.75,3.4,83,7.3,7.4,2.2,1.8,4.9,27,2.5,90,90
3.88,3.9,91,7.2,6.9,2.4,0.4,3.5,11,3.5,100,96
4,4.9,100,5.7,3.8,0,2.4,3.5,19,4.4,100,100
3.8,4.3,95,8.2,6.3,3.5,0,2.8,19,2.5,100,95
3.74,3.2,90,7.7,4.8,0.6,1.1,1.9,5,5.4,100,100
3.04,3.2,78,4.6,6.5,3,1.3,4.1,19,5.9,93,90
4,4.3,95,7.3,5.4,4.2,1.1,1.4,8,4.8,100,100
4,5.4,100,6.1,6.3,2.1,1.8,3.3,12,4,100,95
3.67,3.7,87,8.3,6.6,4.6,0,3.2,23,6,91,92
3.58,2.8,87,5.3,5.6,1.7,2.7,3.8,15,5.3,90,84
3.2,2,82,6.6,4.8,3.7,0.1,4.9,9,6.1,76,84
3.32,1.3,85,7.4,5.7,0.8,4,3.8,14,3.4,85,87
4,4.5,89,7.1,7,4.3,2,4.4,4,7,100,85
4,4.4,96,7.9,5.8,4.1,2.3,0,17,7,100,100
3.74,4.4,94,5.2,5.7,3.5,0.6,3.9,9,4.2,100,93
3.85,3.3,98,9,4.8,2.2,0.9,3.2,1,2.2,100,93
4,5.6,100,7.6,3.7,0.7,3.2,3.7,10,2.3,100,97
3.62,2.8,90,8.6,6.8,2.2,0,1.9,9,4.3,100,98
3.98,4.9,100,8,7.6,4.5,1.5,5.3,14,2.3,100,90
3.58,3.4,87,7,3.4,3,1.5,3.5,6,2.1,100,95
3.26,2.6,91,5.5,2,0.5,2.1,1.5,14,2.5,100,91
4,4.4,100,6.3,7.4,1.1,1.8,1.9,9,8.3,100,100
4,4.1,93,8.9,7.9,4.7,2.1,4.8,12,4.2,100,100
3.84,4,100,8.7,7.6,3.5,0.8,2.8,17,4.2,100,100
4,3.6,94,6.3,3.5,0.9,4.8,3,17,5.3,96,90
3.35,3.4,89,3.6,2,0.2,1.5,2.6,18,1.4,100,86
4,7.1,100,6.7,4.3,1.9,2.9,5,8,2.5,100,100
4,5.3,100,6.7,3.2,0,2.9,4,13,4.1,100,100
4,4.6,100,6.7,5,2.6,0,0.6,14,4.9,100,100
3.89,3.7,97,7.6,11.8,6.5,0,1,18,2,100,98
4,5,100,8.1,2.7,0.4,0.4,3,10,5.2,100,87
4,4.3,94,8.2,4.2,2.5,0.8,1.7,5,3.8,100,96
3.39,3.5,86,7.5,8.8,4.8,1.9,0,16,5.3,88,97
3.64,3,77,4.8,8,3.9,1.9,1.5,19,5.9,100,100
3.22,3.4,100,6.6,5.6,2.6,0.5,2.4,14,5.4,97,95
3.5,0.5,97,9.8,4.9,2.6,0,2.2,7,7.2,89,88
4,3.8,100,7.4,1.8,1.1,3.6,4.4,23,4.3,100,100
4,2.8,100,7.4,6.9,2.4,2.6,0,13,4.3,94,100
4,5.9,100,7.4,7.2,3.2,2.4,1.5,9,2.3,100,100
3.2,3.5,93,7.5,7,4.5,2.1,4.6,17,6.1,96,92
2.81,1.7,72,4.1,5,1.9,2.3,1.7,20,2.4,94,76
3.86,3.4,97,6.7,5.2,2.5,0,0.6,4,3.5,98,100
3.21,1.9,92,7,6.4,1.4,0,1.6,15,5.1,100,83
4,4.2,100,8.5,4.9,3.1,2.3,3.9,18,4.1,100,98
3.58,3.9,94,7.1,6.3,4,0,2.5,11,4.5,87,100
3.74,4.9,98,5,5.8,3.7,2.1,1.6,13,4.9,90,100
3.49,2.3,89,7.5,4.4,1,2.5,4,11,4.3,100,88
3.66,3.6,87,6,6.1,3,3.8,3.7,20,4,84,90
3.4,1.5,85,5.5,5,1.8,1.1,0.5,6,5,96,88
3.51,4.6,80,6,6.2,4.3,0.1,3.2,11,6.5,95,91
3.9,4.3,87,7.7,7.4,2.6,2.9,0.4,23,3.7,99,91
4,4.2,100,8.5,3,0.5,1.2,5.3,9,2.1,100,96
3.9,3.5,85,7.6,6.9,2.5,0,5.5,4,5.3,100,89
3.46,4.1,100,7.8,10.3,3.5,0,2.4,12,5.8,97,85
4,5.9,100,7.6,5.2,3.2,2.3,5.1,17,4.2,100,98
3.5,3.1,99,7.1,5.4,2,2.5,1.5,12,4.3,100,93
3.78,3.7,100,7.8,4.7,1.9,1.5,2.7,10,1.5,100,97
2.93,1.9,79,4.1,6.7,1.3,1.4,1.8,15,6.6,83,81
3.16,2.2,88,7.1,4.9,2.2,1.5,3,24,2.6,96,79
3.24,3.6,100,5.7,4.8,1.5,1.3,3.1,11,3.8,90,87
3.97,5.2,100,8.4,7.6,4.3,0,3,22,1.4,100,95
3.71,3.1,76,6.8,4.3,1.4,1,2.8,14,5.4,100,82
3.52,3.1,86,7,6.9,3,1.3,3.3,8,4.1,96,96
3.25,2.9,89,5.2,6,2.9,2.8,5.5,20,4.4,96,85
3.5,2.7,89,8.2,7.8,4.2,0.5,0,10,2.2,100,92
3.73,3.9,86,7.8,7.7,4.4,0.9,6.8,4,2.3,100,89
3.53,1.3,63,7.7,6.1,3.8,2.1,2.3,13,8.7,98,84
4,5.4,100,6,6,3.3,0.6,2.8,10,4.3,100,97
3.39,2.5,81,6.1,4.9,1.2,0.6,5.7,21,7.6,93,86
4,4.6,100,7.3,4.9,1.2,0,4.2,14,3.1,100,98
3.43,1.6,82,6.2,6,1.5,3.2,4.1,9,2.4,85,92
4,4.5,97,7.5,9.1,3.9,2.1,5.5,16,4.1,100,100
3.92,4.5,87,4.4,5.3,2.9,2.6,2.7,12,3.5,99,89
4,4.1,93,6.4,7.3,4.1,0.8,4.8,14,3.6,100,85
3.33,2,79,9.2,7.1,4.3,3.9,0.5,1,1.5,96,95
3.77,3.9,100,7.5,3.4,1.7,1.9,3.8,6,8.1,100,98
3.5,1.7,82,7.2,6.5,2.8,2.3,4.1,13,3.7,95,93
3.9,3.1,100,9.4,6.7,2.8,1.9,5.3,6,8.8,100,94
3.83,5,88,4.2,4,2.3,1.7,4.4,9,2.7,100,100
4,4.7,98,6,4.6,2,1.7,3.4,17,5.3,100,100
3.77,3.5,86,6.5,7,4.6,0.5,2.4,15,4.8,100,92
3.14,2,78,8,4.1,2.9,2,2.3,18,3.5,82,78
4,4.5,99,8.1,5.8,2.8,1.9,2.4,12,5.8,100,100
3.7,3.5,89,6,3.2,1.6,1,0.4,9,2.5,100,85
2.62,0.5,64,8.2,7,3.8,1.1,6.5,19,4.1,72,94
4,4.7,100,6.5,4.6,1.3,1.6,5,12,0,100,100
4,3.5,94,8.5,7,3.5,0.2,3.5,7,6.2,100,95
4,5.3,100,5.8,7,3.5,1.7,4.6,20,3,100,100
3.61,1.9,91,6.9,7,2.2,2.8,4.5,12,4.3,92,87
2.73,0.5,81,6.4,5.3,3.3,0,1,17,4.1,92,91
4,3.9,90,8.3,5.2,3.1,3,4.3,13,2.1,100,92
3.86,3.9,100,6.4,6.5,2.7,0.5,5.5,17,5.7,100,90
2.91,1,75,6.9,5.6,2.8,1.4,1.6,15,6.4,90,75
3.65,2,100,7.6,7.3,2.9,2.7,0,10,7.6,100,99
4,7.6,100,7.7,6.7,3,1.1,0.7,10,4.1,100,100
3.46,3,82,8.1,8.2,2.9,2.2,2.8,16,7.3,100,92
4,4.6,100,7.3,4,1.1,0.3,0.6,13,6.2,100,96
3.58,2.5,95,6.5,3.8,2.6,2.1,2.7,12,3.5,83,93
2.05,0.5,60,6.6,6.6,3.2,2.5,1.7,10,0,66,74
3.54,3.2,97,7,5.8,2.9,0.8,3,11,6.1,93,100
3.56,3.1,100,7.3,7.8,4.2,1.7,2,4,3.2,89,93
3.45,2.9,90,6.8,7.5,3.7,1.8,2.9,15,5,100,95
3.88,3.3,86,7,3.9,1.5,1.2,4.2,9,2.8,100,100
3.61,3.9,100,5.2,4.4,2.6,0.7,1.1,13,2.5,100,100
3.58,3.3,99,7.8,5.1,2.3,1.1,3.6,12,6.8,100,92
3.33,1.6,78,7.2,2.9,2.8,1.4,1.3,13,0,95,89
3.79,4.2,97,8.2,5.9,2.8,1.5,3,12,1.9,100,100
2.72,0.6,76,7,6.2,3.7,1.9,2.8,14,0,82,71
2.3,0.5,60,4.9,7.1,3.1,1.7,3.7,8,4.1,88,70
3.64,4.6,98,6.6,5.2,4.6,1,3.4,12,1.9,100,98
3.53,4.3,100,6.8,6.2,3.2,1,5.5,12,1.6,100,100
3.8,3.4,100,7.9,6.5,1.6,2.3,2.9,8,2.8,100,100
2.97,1.4,70,4.5,5.9,2.1,1.8,1.7,7,4.4,82,75
3.15,2.4,71,7,7.9,3.7,1.7,4.9,9,5.3,92,78
3.24,3.1,90,7.6,3.8,0.4,1.2,3.7,13,5.5,88,100
2.79,1.1,85,6.2,1.8,0.8,0.1,4.8,7,7,85,77
3.06,2.4,79,7.1,6,2.8,1.3,2.8,17,2.6,87,77
3.68,4.5,100,6.2,7.7,4.2,1.6,0.4,9,4.9,100,84
3.56,5.6,96,6.1,6.5,4.8,0.6,7.5,12,2.7,100,91
3.54,2.9,84,6.5,5.3,2.5,5.3,1.8,15,3.1,100,100
4,4.6,94,6.1,3.9,4.4,2.8,0.7,5,4.1,100,100
3.35,0.6,82,7.8,5.5,2.9,1.5,4.4,19,3.5,81,90
4,4.5,90,6.1,3,0.5,2.2,1.1,8,5.9,100,100
3.46,2.3,85,5.9,7.5,2.8,1.6,2.2,19,4,97,100
4,4,100,9.1,4.2,1.9,1.3,3.2,15,5.4,100,96
3.7,3.1,82,8.2,6.9,4.2,3.7,2.7,3,0.3,97,82
3.72,5.5,100,4.8,5.7,2.8,1.8,2.3,11,3.8,100,88
3.83,2.2,84,6.1,3.2,0.9,0.2,6.2,8,8.2,100,89
4,4.4,95,7.3,4.5,0.6,1.8,2.8,20,2.4,100,98
3.42,3.1,90,7.4,3.4,2.8,1.6,1.2,13,6.3,100,100
